,estimate,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative,nodenum,density,metric,term,std.error,nodename
723,-2.277452219,NA,NA,-2.765634737,0.007148164,NA,NA,NA,NA,NA,128,0.08,degree,age:groupbpd,0.823482649,Right Middle Temporal Gyrus
724,-2.401024167,NA,NA,-2.70779936,0.008384622,NA,NA,NA,NA,NA,128,0.09,degree,age:groupbpd,0.886706823,Right Middle Temporal Gyrus
725,-2.54284479,NA,NA,-2.657319403,0.009620106,NA,NA,NA,NA,NA,128,0.1,degree,age:groupbpd,0.956921018,Right Middle Temporal Gyrus
726,-3.459614941,NA,NA,-2.671850011,0.0092485,NA,NA,NA,NA,NA,128,0.16,degree,age:groupbpd,1.294838755,Right Middle Temporal Gyrus
727,-3.551448444,NA,NA,-2.665792799,0.00940179,NA,NA,NA,NA,NA,128,0.17,degree,age:groupbpd,1.332229739,Right Middle Temporal Gyrus
728,1.808314163,NA,NA,2.667859977,0.009349218,NA,NA,NA,NA,NA,92,0.05,degree,age:groupbpd,0.677814495,Right Posterior Cingulate Cortex
729,2.125483123,NA,NA,2.761814406,0.007224382,NA,NA,NA,NA,NA,92,0.06,degree,age:groupbpd,0.769596653,Right Posterior Cingulate Cortex
730,2.449845324,NA,NA,2.943282916,0.00432014,NA,NA,NA,NA,NA,92,0.07,degree,age:groupbpd,0.832351287,Right Posterior Cingulate Cortex
731,2.618653231,NA,NA,2.866936958,0.005377229,NA,NA,NA,NA,NA,92,0.08,degree,age:groupbpd,0.913397563,Right Posterior Cingulate Cortex
732,2.883319417,NA,NA,2.956807355,0.004154239,NA,NA,NA,NA,NA,92,0.09,degree,age:groupbpd,0.975146187,Right Posterior Cingulate Cortex
733,3.066231503,NA,NA,3.068232607,0.002995693,NA,NA,NA,NA,NA,92,0.1,degree,age:groupbpd,0.999347799,Right Posterior Cingulate Cortex
734,3.186140479,NA,NA,2.991099178,0.003759658,NA,NA,NA,NA,NA,92,0.11,degree,age:groupbpd,1.065207233,Right Posterior Cingulate Cortex
735,3.398445498,NA,NA,3.03494258,0.003305748,NA,NA,NA,NA,NA,92,0.12,degree,age:groupbpd,1.119772585,Right Posterior Cingulate Cortex
736,3.552248083,NA,NA,3.051028492,0.003152382,NA,NA,NA,NA,NA,92,0.13,degree,age:groupbpd,1.164278895,Right Posterior Cingulate Cortex
737,3.723472555,NA,NA,3.070826606,0.002972706,NA,NA,NA,NA,NA,92,0.14,degree,age:groupbpd,1.212531032,Right Posterior Cingulate Cortex
738,3.823547115,NA,NA,3.069076468,0.002988197,NA,NA,NA,NA,NA,92,0.15,degree,age:groupbpd,1.245829862,Right Posterior Cingulate Cortex
739,4.013405928,NA,NA,3.15508566,0.002309525,NA,NA,NA,NA,NA,92,0.16,degree,age:groupbpd,1.272043412,Right Posterior Cingulate Cortex
740,4.067163123,NA,NA,3.125936061,0.002521509,NA,NA,NA,NA,NA,92,0.17,degree,age:groupbpd,1.301102468,Right Posterior Cingulate Cortex
741,4.073650416,NA,NA,3.113989145,0.002613526,NA,NA,NA,NA,NA,92,0.18,degree,age:groupbpd,1.308177462,Right Posterior Cingulate Cortex
742,4.077185501,NA,NA,3.06793422,0.002998348,NA,NA,NA,NA,NA,92,0.19,degree,age:groupbpd,1.328967706,Right Posterior Cingulate Cortex
743,4.078349049,NA,NA,3.034836151,0.003306785,NA,NA,NA,NA,NA,92,0.2,degree,age:groupbpd,1.343844888,Right Posterior Cingulate Cortex
744,-0.531032077,NA,NA,-2.757428712,0.007312795,NA,NA,NA,NA,NA,95,0.01,degree,age:groupbpd,0.192582341,Right Precuneus
745,-0.686326534,NA,NA,-2.941921159,0.00433718,NA,NA,NA,NA,NA,53,0.01,degree,age:groupbpd,0.233291953,Right SMA
746,0.452852111,NA,NA,2.764533852,0.007170051,NA,NA,NA,NA,NA,254,0.01,degree,age:groupbpd,0.163807765,Right Superior Parietal Lobule
747,1.276491702,NA,NA,2.941076157,0.004347784,NA,NA,NA,NA,NA,254,0.03,degree,age:groupbpd,0.434021982,Right Superior Parietal Lobule
748,1.475385261,NA,NA,2.857994726,0.005515533,NA,NA,NA,NA,NA,254,0.04,degree,age:groupbpd,0.516230925,Right Superior Parietal Lobule
749,1.656110765,NA,NA,2.661945761,0.009500343,NA,NA,NA,NA,NA,254,0.05,degree,age:groupbpd,0.622142941,Right Superior Parietal Lobule
750,-1.726892421,NA,NA,-2.848970773,0.005658415,NA,NA,NA,NA,NA,238,0.04,degree,age:groupbpd,0.606146064,Right Superior Temporal Gyrus
751,-2.032570573,NA,NA,-2.993872489,0.003729315,NA,NA,NA,NA,NA,238,0.05,degree,age:groupbpd,0.678910201,Right Superior Temporal Gyrus
752,-2.369349977,NA,NA,-3.185076225,0.002108886,NA,NA,NA,NA,NA,238,0.06,degree,age:groupbpd,0.743891138,Right Superior Temporal Gyrus
753,-2.513066115,NA,NA,-3.077791067,0.0029118,NA,NA,NA,NA,NA,238,0.07,degree,age:groupbpd,0.816516151,Right Superior Temporal Gyrus
754,-2.727278987,NA,NA,-3.073600728,0.002948305,NA,NA,NA,NA,NA,238,0.08,degree,age:groupbpd,0.887323771,Right Superior Temporal Gyrus
755,-2.983880128,NA,NA,-3.115500033,0.002601718,NA,NA,NA,NA,NA,238,0.09,degree,age:groupbpd,0.957753201,Right Superior Temporal Gyrus
756,-3.215864511,NA,NA,-3.160827047,0.002269785,NA,NA,NA,NA,NA,238,0.1,degree,age:groupbpd,1.017412362,Right Superior Temporal Gyrus
757,-3.282652123,NA,NA,-3.055595025,0.003110065,NA,NA,NA,NA,NA,238,0.11,degree,age:groupbpd,1.074308636,Right Superior Temporal Gyrus
758,-3.40948437,NA,NA,-3.059352691,0.00307564,NA,NA,NA,NA,NA,238,0.12,degree,age:groupbpd,1.114446327,Right Superior Temporal Gyrus
759,-3.41832462,NA,NA,-2.961758561,0.004094993,NA,NA,NA,NA,NA,238,0.13,degree,age:groupbpd,1.154153706,Right Superior Temporal Gyrus
760,-3.720450961,NA,NA,-3.111923192,0.002629752,NA,NA,NA,NA,NA,238,0.14,degree,age:groupbpd,1.195547168,Right Superior Temporal Gyrus
761,-3.65837393,NA,NA,-2.987192544,0.003802789,NA,NA,NA,NA,NA,238,0.15,degree,age:groupbpd,1.224686349,Right Superior Temporal Gyrus
762,-3.654255294,NA,NA,-2.939015838,0.004373742,NA,NA,NA,NA,NA,238,0.16,degree,age:groupbpd,1.243360191,Right Superior Temporal Gyrus
763,-3.761857523,NA,NA,-2.953647621,0.004192463,NA,NA,NA,NA,NA,238,0.17,degree,age:groupbpd,1.273631119,Right Superior Temporal Gyrus
764,-3.79729775,NA,NA,-2.913990464,0.004700675,NA,NA,NA,NA,NA,238,0.18,degree,age:groupbpd,1.303126347,Right Superior Temporal Gyrus
765,-3.821361311,NA,NA,-2.829836206,0.005972716,NA,NA,NA,NA,NA,238,0.19,degree,age:groupbpd,1.350382507,Right Superior Temporal Gyrus
766,-3.80961869,NA,NA,-2.75844851,0.007292149,NA,NA,NA,NA,NA,238,0.2,degree,age:groupbpd,1.381072975,Right Superior Temporal Gyrus
767,0.957155922,NA,NA,2.651241798,0.009779523,NA,NA,NA,NA,NA,190,0.02,degree,age:groupbpd,0.361021738,Right SupraMarginal Gyrus
768,1.335559281,NA,NA,2.860888264,0.005470426,NA,NA,NA,NA,NA,190,0.03,degree,age:groupbpd,0.46683378,Right SupraMarginal Gyrus
769,1.691389783,NA,NA,3.047706725,0.003183499,NA,NA,NA,NA,NA,190,0.04,degree,age:groupbpd,0.554971306,Right SupraMarginal Gyrus
770,1.965671765,NA,NA,3.204448359,0.001988082,NA,NA,NA,NA,NA,190,0.05,degree,age:groupbpd,0.613419705,Right SupraMarginal Gyrus
771,2.102805233,NA,NA,3.136534755,0.002442415,NA,NA,NA,NA,NA,190,0.06,degree,age:groupbpd,0.670423062,Right SupraMarginal Gyrus
772,2.383847752,NA,NA,3.253798685,0.001708967,NA,NA,NA,NA,NA,190,0.07,degree,age:groupbpd,0.732635293,Right SupraMarginal Gyrus
773,2.557486563,NA,NA,3.283879541,0.001557333,NA,NA,NA,NA,NA,190,0.08,degree,age:groupbpd,0.778800358,Right SupraMarginal Gyrus
774,2.644452339,NA,NA,3.162500321,0.002258324,NA,NA,NA,NA,NA,190,0.09,degree,age:groupbpd,0.836190378,Right SupraMarginal Gyrus
775,2.792338817,NA,NA,3.144712733,0.002382975,NA,NA,NA,NA,NA,190,0.1,degree,age:groupbpd,0.887947185,Right SupraMarginal Gyrus
776,2.853168634,NA,NA,3.026899609,0.003385004,NA,NA,NA,NA,NA,190,0.11,degree,age:groupbpd,0.942604316,Right SupraMarginal Gyrus
777,2.897872605,NA,NA,2.987672147,0.003797469,NA,NA,NA,NA,NA,190,0.12,degree,age:groupbpd,0.969943308,Right SupraMarginal Gyrus
778,2.911808987,NA,NA,2.890018162,0.005034875,NA,NA,NA,NA,NA,190,0.13,degree,age:groupbpd,1.007540031,Right SupraMarginal Gyrus
779,2.946913867,NA,NA,2.79987169,0.006497274,NA,NA,NA,NA,NA,190,0.14,degree,age:groupbpd,1.05251747,Right SupraMarginal Gyrus
780,2.931659337,NA,NA,2.69587449,0.008662664,NA,NA,NA,NA,NA,190,0.15,degree,age:groupbpd,1.087461359,Right SupraMarginal Gyrus
781,3.061381402,NA,NA,2.703796911,0.008477023,NA,NA,NA,NA,NA,190,0.17,degree,age:groupbpd,1.132252718,Right SupraMarginal Gyrus
782,3.260217254,NA,NA,2.730156902,0.00788517,NA,NA,NA,NA,NA,190,0.19,degree,age:groupbpd,1.194150143,Right SupraMarginal Gyrus
783,3.403224347,NA,NA,2.791102686,0.006658593,NA,NA,NA,NA,NA,190,0.2,degree,age:groupbpd,1.219311767,Right SupraMarginal Gyrus
784,-0.041669584,NA,NA,-2.871034263,0.005798157,NA,NA,NA,NA,NA,86,0.03,local.clustering,age:groupbpd,0.014513788,Left Angular Gyrus
785,-0.024017874,NA,NA,-2.863801207,0.005519825,NA,NA,NA,NA,NA,183,0.07,local.clustering,age:groupbpd,0.008386711,Left Cerebellum
786,0.040191422,NA,NA,3.152621745,0.002641089,NA,NA,NA,NA,NA,100,0.03,local.clustering,age:groupbpd,0.012748571,Left Middle Frontal Gyrus
787,-0.044870212,NA,NA,-3.112077773,0.002945085,NA,NA,NA,NA,NA,83,0.03,local.clustering,age:groupbpd,0.014418088,Left Middle Temporal Gyrus
788,0.018413928,NA,NA,2.75970149,0.007287921,NA,NA,NA,NA,NA,259,0.1,local.clustering,age:groupbpd,0.006672435,Left Precentral Gyrus
789,-0.019169433,NA,NA,-2.984616039,0.003860823,NA,NA,NA,NA,NA,47,0.11,local.clustering,age:groupbpd,0.006422747,Left SMA
790,-0.01792865,NA,NA,-2.859510167,0.005528266,NA,NA,NA,NA,NA,47,0.12,local.clustering,age:groupbpd,0.006269833,Left SMA
791,-0.031971241,NA,NA,-2.840464772,0.006059713,NA,NA,NA,NA,NA,199,0.04,local.clustering,age:groupbpd,0.011255637,Right Angular Gyrus
792,-0.031153655,NA,NA,-2.778533849,0.007052728,NA,NA,NA,NA,NA,199,0.05,local.clustering,age:groupbpd,0.011212264,Right Angular Gyrus
793,-0.027284711,NA,NA,-2.835703753,0.005973607,NA,NA,NA,NA,NA,199,0.06,local.clustering,age:groupbpd,0.009621848,Right Angular Gyrus
794,-0.033169564,NA,NA,-3.229312329,0.001947215,NA,NA,NA,NA,NA,217,0.05,local.clustering,age:groupbpd,0.010271402,Right Anterior Cingulate Cortex
795,-0.013227282,NA,NA,-2.726145597,0.007994912,NA,NA,NA,NA,NA,217,0.18,local.clustering,age:groupbpd,0.004852009,Right Anterior Cingulate Cortex
796,0.027163775,NA,NA,2.931081986,0.004577754,NA,NA,NA,NA,NA,175,0.06,local.clustering,age:groupbpd,0.009267491,Right Inferior Frontal Gyrus (p. Triangularis)
797,0.035205209,NA,NA,2.879151924,0.00567029,NA,NA,NA,NA,NA,179,0.03,local.clustering,age:groupbpd,0.012227631,Right Inferior Temporal Gyrus
798,0.038181605,NA,NA,2.975948799,0.004686639,NA,NA,NA,NA,NA,211,0.02,local.clustering,age:groupbpd,0.012830061,Right Insula Lobe
799,-0.033830204,NA,NA,-2.731118287,0.008146334,NA,NA,NA,NA,NA,158,0.04,local.clustering,age:groupbpd,0.012386942,Right Lingual Gyrus
800,-0.027914236,NA,NA,-2.693640823,0.008893784,NA,NA,NA,NA,NA,143,0.08,local.clustering,age:groupbpd,0.010363014,Right Lingual Gyrus
801,0.022052471,NA,NA,2.80810942,0.006475045,NA,NA,NA,NA,NA,150,0.1,local.clustering,age:groupbpd,0.007853138,Right Lingual Gyrus
802,0.021899487,NA,NA,3.587718062,0.000600307,NA,NA,NA,NA,NA,181,0.14,local.clustering,age:groupbpd,0.006104016,Right Middle Orbital Gyrus
803,0.021717548,NA,NA,3.203474427,0.002003547,NA,NA,NA,NA,NA,181,0.15,local.clustering,age:groupbpd,0.006779373,Right Middle Orbital Gyrus
804,0.021757755,NA,NA,3.258986835,0.001690397,NA,NA,NA,NA,NA,181,0.16,local.clustering,age:groupbpd,0.006676233,Right Middle Orbital Gyrus
805,-0.015449771,NA,NA,-2.660926333,0.009526616,NA,NA,NA,NA,NA,123,0.18,local.clustering,age:groupbpd,0.005806163,Right Middle Temporal Gyrus
806,-0.014606748,NA,NA,-2.748576788,0.00749427,NA,NA,NA,NA,NA,123,0.19,local.clustering,age:groupbpd,0.005314295,Right Middle Temporal Gyrus
807,-0.059723092,NA,NA,-3.053452472,0.003650966,NA,NA,NA,NA,NA,19,0.02,local.clustering,age:groupbpd,0.019559201,Right Postcentral Gyrus
808,-0.033825347,NA,NA,-3.192649938,0.002230069,NA,NA,NA,NA,NA,44,0.05,local.clustering,age:groupbpd,0.010594756,Right Postcentral Gyrus
809,-0.068925512,NA,NA,-2.923280637,0.006311921,NA,NA,NA,NA,NA,22,0.01,local.clustering,age:groupbpd,0.023578137,Right Precuneus
810,-0.034261308,NA,NA,-2.727062898,0.008332499,NA,NA,NA,NA,NA,22,0.04,local.clustering,age:groupbpd,0.012563446,Right Precuneus
811,0.045864298,NA,NA,3.423237666,0.001175369,NA,NA,NA,NA,NA,108,0.03,local.clustering,age:groupbpd,0.01339793,Right Superior Medial Gyrus
812,-0.025895422,NA,NA,-2.797868295,0.006616687,NA,NA,NA,NA,NA,73,0.07,local.clustering,age:groupbpd,0.009255411,Within 1 mm: Left Heschls Gyrus
813,-0.025974428,NA,NA,-2.840265988,0.005876853,NA,NA,NA,NA,NA,73,0.08,local.clustering,age:groupbpd,0.009145069,Within 1 mm: Left Heschls Gyrus
814,-0.059690183,NA,NA,-5.308756698,1.82E-06,NA,NA,NA,NA,NA,60,0.03,local.clustering,age:groupbpd,0.011243722,Within 1 mm: Right Insula Lobe
815,-0.032391745,NA,NA,-2.673231951,0.009488694,NA,NA,NA,NA,NA,60,0.04,local.clustering,age:groupbpd,0.012117073,Within 1 mm: Right Insula Lobe
816,-0.029439257,NA,NA,-2.841518452,0.00609661,NA,NA,NA,NA,NA,234,0.04,local.clustering,age:groupbpd,0.010360396,Within 1 mm: Right Thalamus
817,-0.016848544,NA,NA,-2.735533578,0.007836696,NA,NA,NA,NA,NA,234,0.1,local.clustering,age:groupbpd,0.006159144,Within 1 mm: Right Thalamus
818,-0.018628403,NA,NA,-2.989166619,0.003825239,NA,NA,NA,NA,NA,234,0.11,local.clustering,age:groupbpd,0.006231972,Within 1 mm: Right Thalamus
819,-0.018855459,NA,NA,-2.995678751,0.003738437,NA,NA,NA,NA,NA,234,0.12,local.clustering,age:groupbpd,0.006294219,Within 1 mm: Right Thalamus
820,-0.016213888,NA,NA,-2.645802438,0.009949209,NA,NA,NA,NA,NA,234,0.15,local.clustering,age:groupbpd,0.006128155,Within 1 mm: Right Thalamus
821,0.000373259,NA,NA,2.786149285,0.006751334,NA,NA,NA,NA,NA,227,0.01,closeness,age:groupbpd,0.00013397,Left Putamen
822,0.000333958,NA,NA,2.717343819,0.008167976,NA,NA,NA,NA,NA,16,0.01,closeness,age:groupbpd,0.000122899,Right Middle Cingulate Cortex
823,-0.000263808,NA,NA,-2.745238095,0.00756378,NA,NA,NA,NA,NA,152,0.05,page.rank,age:groupbpd,9.61E-05,Left Calcarine Gyrus
824,-0.000278125,NA,NA,-2.710708104,0.008318049,NA,NA,NA,NA,NA,243,0.07,page.rank,age:groupbpd,0.000102602,Left Cerebellum
825,-0.000287675,NA,NA,-2.867521898,0.005368294,NA,NA,NA,NA,NA,243,0.08,page.rank,age:groupbpd,0.000100322,Left Cerebellum
826,-0.000267294,NA,NA,-2.783109601,0.00680883,NA,NA,NA,NA,NA,243,0.09,page.rank,age:groupbpd,9.60E-05,Left Cerebellum
827,-0.000252356,NA,NA,-2.722439282,0.008054419,NA,NA,NA,NA,NA,243,0.11,page.rank,age:groupbpd,9.27E-05,Left Cerebellum
828,-0.000237111,NA,NA,-2.67068852,0.009277716,NA,NA,NA,NA,NA,243,0.12,page.rank,age:groupbpd,8.88E-05,Left Cerebellum
829,-0.000370486,NA,NA,-2.659669973,0.009559086,NA,NA,NA,NA,NA,197,0.02,page.rank,age:groupbpd,0.000139298,Left Middle Frontal Gyrus
830,-0.000349469,NA,NA,-2.780801939,0.006852779,NA,NA,NA,NA,NA,197,0.03,page.rank,age:groupbpd,0.000125672,Left Middle Frontal Gyrus
831,0.000419258,NA,NA,2.951296716,0.004221112,NA,NA,NA,NA,NA,174,0.01,page.rank,age:groupbpd,0.000142059,Left Precentral Gyrus
832,0.000359682,NA,NA,2.771196014,0.007038529,NA,NA,NA,NA,NA,174,0.02,page.rank,age:groupbpd,0.000129793,Left Precentral Gyrus
833,0.000330145,NA,NA,2.906850921,0.004798002,NA,NA,NA,NA,NA,174,0.03,page.rank,age:groupbpd,0.000113575,Left Precentral Gyrus
834,0.00033654,NA,NA,3.14717385,0.002365353,NA,NA,NA,NA,NA,174,0.04,page.rank,age:groupbpd,0.000106934,Left Precentral Gyrus
835,0.00029998,NA,NA,2.96124237,0.004101133,NA,NA,NA,NA,NA,174,0.05,page.rank,age:groupbpd,0.000101302,Left Precentral Gyrus
836,0.000312581,NA,NA,3.167074364,0.00222727,NA,NA,NA,NA,NA,174,0.06,page.rank,age:groupbpd,9.87E-05,Left Precentral Gyrus
837,0.000306813,NA,NA,3.330104217,0.001348737,NA,NA,NA,NA,NA,174,0.07,page.rank,age:groupbpd,9.21E-05,Left Precentral Gyrus
838,0.000312998,NA,NA,3.522419924,0.000731832,NA,NA,NA,NA,NA,174,0.08,page.rank,age:groupbpd,8.89E-05,Left Precentral Gyrus
839,0.000287945,NA,NA,3.254879983,0.001703284,NA,NA,NA,NA,NA,174,0.09,page.rank,age:groupbpd,8.85E-05,Left Precentral Gyrus
840,0.000288869,NA,NA,3.36806568,0.001197393,NA,NA,NA,NA,NA,174,0.1,page.rank,age:groupbpd,8.58E-05,Left Precentral Gyrus
841,0.0002581,NA,NA,3.13918574,0.002422997,NA,NA,NA,NA,NA,174,0.11,page.rank,age:groupbpd,8.22E-05,Left Precentral Gyrus
842,0.000245472,NA,NA,3.024033279,0.003413674,NA,NA,NA,NA,NA,174,0.12,page.rank,age:groupbpd,8.12E-05,Left Precentral Gyrus
843,0.00024587,NA,NA,3.140179203,0.002415757,NA,NA,NA,NA,NA,174,0.13,page.rank,age:groupbpd,7.83E-05,Left Precentral Gyrus
844,0.000226241,NA,NA,2.979743003,0.003886309,NA,NA,NA,NA,NA,174,0.14,page.rank,age:groupbpd,7.59E-05,Left Precentral Gyrus
845,0.000222874,NA,NA,3.02435995,0.003410395,NA,NA,NA,NA,NA,174,0.15,page.rank,age:groupbpd,7.37E-05,Left Precentral Gyrus
846,0.00021069,NA,NA,2.972400115,0.003970293,NA,NA,NA,NA,NA,174,0.16,page.rank,age:groupbpd,7.09E-05,Left Precentral Gyrus
847,0.000206651,NA,NA,2.934367514,0.004432831,NA,NA,NA,NA,NA,174,0.17,page.rank,age:groupbpd,7.04E-05,Left Precentral Gyrus
848,0.000204186,NA,NA,3.062933423,0.003043166,NA,NA,NA,NA,NA,174,0.18,page.rank,age:groupbpd,6.67E-05,Left Precentral Gyrus
849,0.000189973,NA,NA,2.900469629,0.004886563,NA,NA,NA,NA,NA,174,0.19,page.rank,age:groupbpd,6.55E-05,Left Precentral Gyrus
850,0.000175942,NA,NA,2.758271776,0.007295723,NA,NA,NA,NA,NA,174,0.2,page.rank,age:groupbpd,6.38E-05,Left Precentral Gyrus
851,-0.000334949,NA,NA,-2.957762893,0.004142744,NA,NA,NA,NA,NA,65,0.06,page.rank,age:groupbpd,0.000113244,Left Superior Temporal Gyrus
852,-0.0003439,NA,NA,-3.187455204,0.002093689,NA,NA,NA,NA,NA,65,0.07,page.rank,age:groupbpd,0.000107892,Left Superior Temporal Gyrus
853,-0.000329371,NA,NA,-3.205829487,0.001979721,NA,NA,NA,NA,NA,65,0.08,page.rank,age:groupbpd,0.000102741,Left Superior Temporal Gyrus
854,-0.000291304,NA,NA,-2.986783927,0.003807327,NA,NA,NA,NA,NA,65,0.09,page.rank,age:groupbpd,9.75E-05,Left Superior Temporal Gyrus
855,-0.000268432,NA,NA,-2.817900138,0.006176821,NA,NA,NA,NA,NA,65,0.1,page.rank,age:groupbpd,9.53E-05,Left Superior Temporal Gyrus
856,-0.000247334,NA,NA,-2.694758311,0.008689115,NA,NA,NA,NA,NA,65,0.11,page.rank,age:groupbpd,9.18E-05,Left Superior Temporal Gyrus
857,-0.00024003,NA,NA,-2.689656985,0.008810942,NA,NA,NA,NA,NA,65,0.12,page.rank,age:groupbpd,8.92E-05,Left Superior Temporal Gyrus
858,-0.000429305,NA,NA,-2.658350654,0.009593291,NA,NA,NA,NA,NA,69,0.02,page.rank,age:groupbpd,0.000161493,Left SupraMarginal Gyrus
859,-0.00042441,NA,NA,-2.814688463,0.006232824,NA,NA,NA,NA,NA,69,0.03,page.rank,age:groupbpd,0.000150784,Left SupraMarginal Gyrus
860,-0.000411605,NA,NA,-2.776183073,0.006941526,NA,NA,NA,NA,NA,69,0.04,page.rank,age:groupbpd,0.000148263,Left SupraMarginal Gyrus
861,-0.000389908,NA,NA,-2.870628623,0.005321069,NA,NA,NA,NA,NA,69,0.05,page.rank,age:groupbpd,0.000135827,Left SupraMarginal Gyrus
862,-0.000368362,NA,NA,-3.041613188,0.003241326,NA,NA,NA,NA,NA,69,0.06,page.rank,age:groupbpd,0.000121108,Left SupraMarginal Gyrus
863,-0.000356307,NA,NA,-3.086381376,0.002838276,NA,NA,NA,NA,NA,69,0.07,page.rank,age:groupbpd,0.000115445,Left SupraMarginal Gyrus
864,-0.000348421,NA,NA,-3.250862525,0.001724488,NA,NA,NA,NA,NA,69,0.08,page.rank,age:groupbpd,0.000107178,Left SupraMarginal Gyrus
865,-0.000309031,NA,NA,-2.969040834,0.004009273,NA,NA,NA,NA,NA,69,0.09,page.rank,age:groupbpd,0.000104084,Left SupraMarginal Gyrus
866,-0.000287445,NA,NA,-2.813787704,0.006248614,NA,NA,NA,NA,NA,69,0.1,page.rank,age:groupbpd,0.000102156,Left SupraMarginal Gyrus
867,-0.000290337,NA,NA,-2.899084314,0.004905987,NA,NA,NA,NA,NA,69,0.11,page.rank,age:groupbpd,0.000100148,Left SupraMarginal Gyrus
868,-0.000283157,NA,NA,-2.936303853,0.004408127,NA,NA,NA,NA,NA,69,0.12,page.rank,age:groupbpd,9.64E-05,Left SupraMarginal Gyrus
869,-0.000267767,NA,NA,-2.881129209,0.005164269,NA,NA,NA,NA,NA,69,0.13,page.rank,age:groupbpd,9.29E-05,Left SupraMarginal Gyrus
870,-0.000273943,NA,NA,-2.998718925,0.003676835,NA,NA,NA,NA,NA,69,0.14,page.rank,age:groupbpd,9.14E-05,Left SupraMarginal Gyrus
871,-0.00026946,NA,NA,-3.10060633,0.002720317,NA,NA,NA,NA,NA,69,0.15,page.rank,age:groupbpd,8.69E-05,Left SupraMarginal Gyrus
872,-0.000242919,NA,NA,-2.863716176,0.00542667,NA,NA,NA,NA,NA,69,0.16,page.rank,age:groupbpd,8.48E-05,Left SupraMarginal Gyrus
873,-0.000236212,NA,NA,-2.860904974,0.005470166,NA,NA,NA,NA,NA,69,0.17,page.rank,age:groupbpd,8.26E-05,Left SupraMarginal Gyrus
874,-0.000221346,NA,NA,-2.749655661,0.007471934,NA,NA,NA,NA,NA,69,0.18,page.rank,age:groupbpd,8.05E-05,Left SupraMarginal Gyrus
875,-0.000213767,NA,NA,-2.725891988,0.007978295,NA,NA,NA,NA,NA,69,0.19,page.rank,age:groupbpd,7.84E-05,Left SupraMarginal Gyrus
876,-0.000202604,NA,NA,-2.669500517,0.009307686,NA,NA,NA,NA,NA,69,0.2,page.rank,age:groupbpd,7.59E-05,Left SupraMarginal Gyrus
877,-0.000584299,NA,NA,-2.769236789,0.007076976,NA,NA,NA,NA,NA,192,0.01,page.rank,age:groupbpd,0.000210997,Right Inferior Parietal Lobule
878,0.000638244,NA,NA,3.883984118,0.000219625,NA,NA,NA,NA,NA,16,0.01,page.rank,age:groupbpd,0.000164327,Right Middle Cingulate Cortex
879,0.000487826,NA,NA,3.431901053,0.000978387,NA,NA,NA,NA,NA,16,0.02,page.rank,age:groupbpd,0.000142144,Right Middle Cingulate Cortex
880,0.000463975,NA,NA,3.296753633,0.001496379,NA,NA,NA,NA,NA,16,0.03,page.rank,age:groupbpd,0.000140737,Right Middle Cingulate Cortex
881,0.000428626,NA,NA,3.295054606,0.001504293,NA,NA,NA,NA,NA,16,0.04,page.rank,age:groupbpd,0.000130082,Right Middle Cingulate Cortex
882,0.000385095,NA,NA,3.067306034,0.003003944,NA,NA,NA,NA,NA,16,0.05,page.rank,age:groupbpd,0.000125548,Right Middle Cingulate Cortex
883,0.00040988,NA,NA,3.496586208,0.000795429,NA,NA,NA,NA,NA,16,0.06,page.rank,age:groupbpd,0.000117223,Right Middle Cingulate Cortex
884,0.000388392,NA,NA,3.480365024,0.000837998,NA,NA,NA,NA,NA,16,0.07,page.rank,age:groupbpd,0.000111595,Right Middle Cingulate Cortex
885,0.000382757,NA,NA,3.562095292,0.00064346,NA,NA,NA,NA,NA,16,0.08,page.rank,age:groupbpd,0.000107453,Right Middle Cingulate Cortex
886,0.000344465,NA,NA,3.317619509,0.001402324,NA,NA,NA,NA,NA,16,0.09,page.rank,age:groupbpd,0.000103829,Right Middle Cingulate Cortex
887,0.000342262,NA,NA,3.440839304,0.000950927,NA,NA,NA,NA,NA,16,0.1,page.rank,age:groupbpd,9.95E-05,Right Middle Cingulate Cortex
888,0.000324177,NA,NA,3.34361246,0.00129293,NA,NA,NA,NA,NA,16,0.11,page.rank,age:groupbpd,9.70E-05,Right Middle Cingulate Cortex
889,0.000297238,NA,NA,3.116892057,0.002590884,NA,NA,NA,NA,NA,16,0.12,page.rank,age:groupbpd,9.54E-05,Right Middle Cingulate Cortex
890,0.00027454,NA,NA,2.960474142,0.004110287,NA,NA,NA,NA,NA,16,0.13,page.rank,age:groupbpd,9.27E-05,Right Middle Cingulate Cortex
891,0.000264809,NA,NA,2.961179751,0.004101879,NA,NA,NA,NA,NA,16,0.14,page.rank,age:groupbpd,8.94E-05,Right Middle Cingulate Cortex
892,0.00025071,NA,NA,2.891483501,0.005013834,NA,NA,NA,NA,NA,16,0.15,page.rank,age:groupbpd,8.67E-05,Right Middle Cingulate Cortex
893,0.000235195,NA,NA,2.804650328,0.006410881,NA,NA,NA,NA,NA,16,0.16,page.rank,age:groupbpd,8.39E-05,Right Middle Cingulate Cortex
894,0.000229388,NA,NA,2.788993225,0.006697944,NA,NA,NA,NA,NA,16,0.17,page.rank,age:groupbpd,8.22E-05,Right Middle Cingulate Cortex
